SeqA	SeqB	Score
56	69	0.92924
56	70	0.69342
56	71	0.82124
56	72	0.85774
56	73	0.11058
56	74	0.705
56	75	0.55167
56	76	0.52063
56	77	0.31373
56	78	0.16141
56	79	0.31973
56	80	0.67107
56	81	0.52395
56	82	0.6078
56	83	0.76031
56	84	0.16386
56	85	0.49436
56	86	0.76469
56	87	0.30081
56	88	0.83887
56	89	0.67981
56	90	0.32846
56	91	0.53826
56	92	0.83782
56	93	0.24298
56	94	0.019484
56	95	0.60748
56	96	0.53879
56	97	0.22635
56	98	0.91994
56	99	0.936
56	100	0.48863
56	101	0.69763
56	102	0.51659
56	103	0.28523
56	104	0.0094505
56	105	0.29295
56	106	0.66648
56	107	0.15509
56	108	0.22558
56	109	0.87762
56	110	0.60573
56	111	0.64681
56	112	0.069183
56	113	0.21855
56	114	0.77999
56	115	0.62908
56	116	0.070616
56	117	0.65722
56	118	0.51966
56	119	0.94753
56	120	0.020851
56	121	0.72872
56	122	0.39852
56	123	0.68725
56	124	0.073087
56	125	0.75805
56	126	0.050723
56	127	0.64241
56	128	0.50077
56	129	0.53009
56	130	0.73825
56	131	0.27457
56	132	0.23804
56	133	0.75994
56	134	0.96009
56	135	0.16621
56	136	0.37859
56	137	0.096802
56	138	0.93456
56	139	0.80292
56	140	0.73021
56	141	0.79471
57	1	0.57357
57	2	0.36169
57	3	0.16133
57	4	0.88637
57	5	0.902
57	6	0.75858
57	7	0.36179
57	8	0.49622
57	9	0.65869
57	10	0.28897
57	11	0.14306
57	12	0.30813
57	13	0.34744
57	14	0.13954
57	15	0.21624
57	16	0.55582
57	17	0.051184
57	18	0.41735
57	19	0.71158
57	20	0.87927
57	21	0.60148
57	22	0.46497
57	23	0.81542
57	24	0.32212
57	25	0.37639
57	26	0.13802
57	27	0.65359
57	28	0.025492
57	29	0.23369
57	30	0.97878
57	31	0.94302
57	32	0.98106
57	33	0.066964
57	34	0.19526
57	35	0.42341
57	36	0.53708
57	37	0.46328
57	38	0.62591
57	39	0.50256
57	40	0.79178
57	41	0.71035
57	42	0.5694
57	43	0.1571
57	44	0.6256
57	45	0.92583
57	46	0.9832
57	47	0.72317
57	48	0.18756
57	49	0.86013
57	50	0.12906
57	51	0.74347
57	52	0.047878
57	53	0.6497
57	54	0.059537
57	55	0.91976
57	56	0.17172
57	57	0.088046
57	58	0.30454
57	59	0.6716
57	60	0.20444
57	61	0.97481
57	62	0.03956
57	63	0.49179
57	64	0.64093
57	65	0.40502
57	66	0.057082
57	67	0.63034
57	68	0.21458
57	69	0.62971
57	70	0.39456
57	71	0.79611
57	72	0.87904
57	73	0.78008
57	74	0.70248
57	75	0.42067
57	76	0.64386
57	77	0.078309
57	78	0.38075
57	79	0.43769
57	80	0.40695
57	81	0.27379
57	82	0.23135
57	83	0.7379
57	84	0.8794
57	85	0.77249
57	86	0.035833
57	87	0.55432
57	88	0.58817
57	89	0.24619
57	90	0.39839
57	91	0.80678
57	92	0.30184
57	93	0.48963
57	94	0.78129
57	95	0.44998
57	96	0.83324
57	97	0.67667
57	98	0.086629
57	99	0.98072
57	100	0.56643
57	101	0.20768
57	102	0.095609
57	103	0.062521
57	104	0.025782
57	105	0.33413
57	106	0.55681
57	107	0.84594
57	108	0.62675
57	109	0.59986
57	110	0.21064
57	111	0.25391
57	112	0.65197
57	113	0.32892
57	114	0.52317
57	115	0.12472
57	116	0.4527
57	117	0.9926
57	118	0.39923
57	119	0.061912
57	120	0.29296
57	121	0.55227
57	122	0.74013
57	123	0.3184
57	124	0.49386
57	125	0.62867
57	126	0.75315
57	127	0.69389
57	128	0.13688
57	129	0.90696
57	130	0.37888
57	131	0.52962
57	132	0.98862
57	133	0.95821
57	134	0.81765
57	135	0.4239
57	136	0.81798
57	137	0.4445
57	138	0.38026
57	139	0.70724
57	140	0.23892
57	141	0.17577
58	1	0.23815
58	2	0.28359
58	3	0.040649
58	4	0.55142
58	5	0.9425
58	6	0.78784
58	7	0.24143
58	8	0.69598
58	9	0.015258
58	10	0.76855
58	11	0.33189
58	12	0.32233
58	13	0.76544
58	14	0.38416
58	15	0.21863
58	16	0.56332
58	17	0.22063
58	18	0.16264
58	19	0.39964
58	20	0.020395
58	21	0.42327
58	22	0.0032733
58	23	0.04486
58	24	0.18912
58	25	0.20134
58	26	0.60035
58	27	0.23172
58	28	0.56655
58	29	0.55075
58	30	0.33801
58	31	0.98992
58	32	0.14836
58	33	0.85129
58	34	0.78718
58	35	0.5243
58	36	0.018839
58	37	0.26345
58	38	0.99859
58	39	0.71054
58	40	0.21809
58	41	0.64161
58	42	0.12107
58	43	0.55668
58	44	0.78797
58	45	0.4145
58	46	0.083664
58	47	0.58711
58	48	0.63927
58	49	0.12515
58	50	0.86526
58	51	0.48778
58	52	0.27602
58	53	0.31147
58	54	0.66657
58	55	0.5001
58	56	0.44414
58	57	0.32558
58	58	0.56592
58	59	0.015223
58	60	0.55283
58	61	0.93582
58	62	0.48177
58	63	0.32848
58	64	0.80308
58	65	0.14347
58	66	0.078623
58	67	0.44541
58	68	0.46551
58	69	0.73668
58	70	0.69904
58	71	0.53309
58	72	0.20632
58	73	0.15697
58	74	0.40224
58	75	0.43758
58	76	0.97506
58	77	0.92674
58	78	0.30806
58	79	0.86258
58	80	0.56023
58	81	0.54416
58	82	0.84228
58	83	0.78797
58	84	0.53637
58	85	0.0018304
58	86	0.37015
58	87	0.43612
58	88	0.6332
58	89	0.14678
58	90	0.56537
58	91	0.40312
58	92	0.053982
58	93	0.13598
58	94	0.39051
58	95	0.45756
58	96	0.33191
58	97	0.85733
58	98	0.60716
58	99	0.19712
58	100	0.14352
58	101	0.76738
58	102	0.65272
58	103	0.34228
58	104	0.056611
58	105	0.42036
58	106	0.46086
58	107	0.5355
58	108	0.82842
58	109	0.99837
58	110	0.38241
58	111	0.19008
58	112	0.99239
58	113	0.67994
58	114	0.9349
58	115	0.63641
58	116	0.6487
58	117	0.38261
58	118	0.027874
58	119	0.59307
58	120	0.73131
58	121	0.65312
58	122	0.061962
58	123	0.15304
58	124	0.75565
58	125	0.49583
58	126	0.38437
58	127	0.28832
58	128	0.18637
58	129	0.94734
58	130	0.39806
58	131	0.13915
58	132	0.54137
58	133	0.030516
58	134	0.54845
58	135	0.39659
58	136	0.76095
58	137	0.16278
58	138	0.4681
58	139	0.59364
58	140	0.085334
58	141	0.49714
59	1	0.7769
59	2	0.13382
59	3	0.70019
59	4	0.83073
59	5	0.51315
59	6	0.0048138
59	7	0.35671
59	8	0.97302
59	9	0.14466
59	10	0.77477
59	11	0.36098
59	12	0.28158
59	13	0.54341
59	14	0.40724
59	15	0.9203
59	16	0.3569
59	17	0.11251
59	18	0.25508
59	19	0.15568
59	20	0.81311
59	21	0.62964
59	22	0.65937
59	23	0.66412
59	24	0.54728
59	25	0.28595
59	26	0.097313
59	27	0.83122
59	28	0.31502
59	29	0.59878
59	30	0.46877
59	31	0.65821
59	32	0.261
59	33	0.28453
59	34	0.69106
59	35	0.97348
59	36	0.28256
59	37	0.85399
59	38	0.90133
59	39	0.83775
59	40	0.75228
59	41	0.25913
59	42	0.94714
59	43	0.84713
59	44	0.84237
59	45	0.77716
59	46	0.47376
59	47	0.85117
59	48	0.92918
59	49	0.024244
59	50	0.72909
59	51	0.46632
59	52	0.59119
59	53	0.9845
59	54	0.84701
59	55	0.9767
59	56	0.34486
59	57	0.27736
59	58	0.31641
59	59	0.33649
59	60	0.5481
59	61	0.28521
59	62	0.91586
59	63	0.67068
59	64	0.78549
59	65	0.18301
59	66	0.14089
59	67	0.055745
59	68	0.61837
59	69	0.58994
59	70	0.37504
59	71	0.022618
59	72	0.15925
59	73	0.50677
59	74	0.78717
59	75	0.76204
59	76	0.93432
59	77	0.79518
59	78	0.45426
59	79	0.3444
59	80	0.13286
59	81	0.56123
59	82	0.20762
59	83	0.11801
59	84	0.76765
59	85	0.45726
59	86	0.72584
59	87	0.10673
59	88	0.43914
59	89	0.55739
59	90	0.85558
59	91	0.91193
59	92	0.35133
59	93	0.37236
59	94	0.10224
59	95	0.65759
59	96	0.21881
59	97	0.86643
59	98	0.3934
59	99	0.45388
59	100	0.18175
59	101	0.067439
59	102	0.78455
59	103	0.80187
59	104	0.46342
59	105	0.85242
59	106	0.62565
59	107	0.18049
59	108	0.03007
59	109	0.12978
59	110	0.31561
59	111	0.73153
59	112	0.77298
59	113	0.14857
59	114	0.7958
59	115	0.16535
59	116	0.7171
59	117	0.078557
59	118	0.39387
59	119	0.81583
59	120	0.52998
59	121	0.94736
59	122	0.31668
59	123	0.57817
59	124	0.19023
59	125	0.39226
59	126	0.99876
59	127	0.34369
59	128	0.90857
59	129	0.69767
59	130	0.02977
59	131	0.48128
59	132	0.67691
59	133	0.40248
59	134	0.15409
59	135	0.56117
59	136	0.94933
59	137	0.9593
59	138	0.98994
59	139	0.83601
59	140	0.65408
59	141	0.86917
60	1	0.86377
60	2	0.76192
60	3	0.16527
60	4	0.079474
60	5	0.50889
60	6	0.09304
60	7	0.43786
60	8	0.31197
60	9	0.37915
60	10	0.99559
60	11	0.86949
60	12	0.94791
60	13	0.2543
60	14	0.048492
60	15	0.83184
60	16	0.68873
60	17	0.59602
60	18	0.21474
60	19	0.53517
60	20	0.055756
60	21	0.43105
60	22	0.19074
60	23	0.32778
60	24	0.93766
60	25	0.84737
60	26	0.25698
60	27	0.37721
60	28	0.73351
60	29	0.78222
60	30	0.011637
60	31	0.22171
60	32	0.067072
60	33	0.70565
60	34	0.87593
60	35	0.27748
60	36	0.6928
60	37	0.13901
60	38	0.37477
60	39	0.83588
60	40	0.69575
60	41	0.6949
60	42	0.85336
60	43	0.29459
60	44	0.65097
60	45	0.29863
60	46	0.94468
60	47	0.78079
60	48	0.82502
60	49	0.73618
60	50	0.79367
60	51	0.40516
60	52	0.13061
60	53	0.15956
60	54	0.81664
60	55	0.030554
60	56	0.54399
60	57	0.8235
60	58	0.9484
60	59	0.46027
60	60	0.0695
60	61	0.5224
60	62	0.19586
60	63	0.29871
60	64	0.97572
60	65	0.16532
60	66	0.77735
60	67	0.34138
60	68	0.4741
60	69	0.10024
60	70	0.060182
60	71	0.86172
60	72	0.070872
60	73	0.8828
60	74	0.39384
60	75	0.44005
60	76	0.35073
60	77	0.032351
60	78	0.72557
60	79	0.35349
60	80	0.64106
60	81	0.77159
60	82	0.67708
60	83	0.48587
60	84	0.81213
60	85	0.075997
60	86	0.028333
60	87	0.43351
60	88	0.14348
60	89	0.80804
60	90	0.0017548
60	91	0.096222
60	92	0.42168
60	93	0.23511
60	94	0.9563
60	95	0.37149
60	96	0.49132
60	97	0.26751
60	98	0.57628
60	99	0.52005
60	100	0.97887
60	101	0.66074
60	102	0.84624
60	103	0.087144
60	104	0.42288
60	105	0.041406
60	106	0.60213
60	107	0.73145
60	108	0.68263
60	109	0.061032
60	110	0.6765
60	111	0.30708
60	112	0.34829
60	113	0.7265
60	114	0.10709
60	115	0.2525
60	116	0.43893
60	117	0.58718
60	118	0.30701
60	119	0.43547
60	120	0.31034
60	121	0.91597
60	122	0.65842
60	123	0.17691
60	124	0.6451
60	125	0.035293
60	126	0.78261
60	127	0.001804
60	128	0.38452
60	129	0.67247
60	130	0.039491
60	131	0.43476
60	132	0.17438
60	133	0.58321
60	134	0.19104
60	135	0.38364
60	136	0.88218
60	137	0.0018414
60	138	0.6802
60	139	0.28251
60	140	0.82141
60	141	0.29411
61	1	0.3901
61	2	0.95108
61	3	0.83525
61	4	0.89022
61	5	0.93259
61	6	0.12936
61	7	0.34829
61	8	0.71361
61	9	0.62515
61	10	0.83362
61	11	0.2205
61	12	0.31932
61	13	0.21939
61	14	0.028035
61	15	0.68021
61	16	0.28615
61	17	0.030791
61	18	0.28445
61	19	0.11319
61	20	0.071623
61	21	0.58102
61	22	0.010961
61	23	0.8435
61	24	0.066062
61	25	0.4841
61	26	0.1624
61	27	0.42196
61	28	0.86306
61	29	0.65641
61	30	0.96247
61	31	0.39576
61	32	0.41193
61	33	0.77926
61	34	0.90205
61	35	0.66931
61	36	0.17138
61	37	0.31978
61	38	0.27121
61	39	0.2308
61	40	0.70249
61	41	0.30947
61	42	0.97387
61	43	0.86244
61	44	0.61977
61	45	0.87945
61	46	0.30711
61	47	0.6262
61	48	0.63398
61	49	0.3012
61	50	0.58295
61	51	0.10768
61	52	0.79841
61	53	0.87514
61	54	0.64767
61	55	0.055069
61	56	0.93856
61	57	0.057961
61	58	0.24914
61	59	0.37512
61	60	0.41353
61	61	0.16518
61	62	0.94197
61	63	0.12804
61	64	0.75539
61	65	0.64016
61	66	0.30662
61	67	0.11572
61	68	0.95555
61	69	0.82415
61	70	0.1522
61	71	0.39289
61	72	0.46276
61	73	0.73782
61	74	0.87565
61	75	0.97384
61	76	0.72388
61	77	0.62291
61	78	0.84209
61	79	0.37804
61	80	0.89868
61	81	0.78876
61	82	0.9088
61	83	0.42141
61	84	0.070587
61	85	0.90752
61	86	0.61274
61	87	0.75034
61	88	0.5804
61	89	0.99452
61	90	0.16587
61	91	0.70882
61	92	0.1667
61	93	0.079331
61	94	0.63408
61	95	0.55148
61	96	0.77227
61	97	0.054883
61	98	0.046642
61	99	0.58251
61	100	0.76174
61	101	0.18526
61	102	0.53596
61	103	0.5737
61	104	0.60494
61	105	0.040792
61	106	0.27012
61	107	0.17895
61	108	0.52773
61	109	0.73508
61	110	0.91763
61	111	0.030598
61	112	0.82422
61	113	0.84739
61	114	0.46964
61	115	0.37032
61	116	0.075637
61	117	0.16996
61	118	0.67196
61	119	0.59013
61	120	0.66779
61	121	0.45026
61	122	0.79194
61	123	0.4558
61	124	0.89447
61	125	0.072557
61	126	0.63544
61	127	0.80862
61	128	0.3211
61	129	0.53607
61	130	0.86608
61	131	0.53422
61	132	0.79361
61	133	0.58623
61	134	0.88151
61	135	0.44318
61	136	0.093164
61	137	0.9295
61	138	0.41857
61	139	0.5267
61	140	0.69094
61	141	0.054657
62	1	0.34041
62	2	0.79279
62	3	0.0065451
62	4	0.054202
62	5	0.27407
62	6	0.35748
62	7	0.78106
62	8	0.18884
62	9	0.40648
62	10	0.69395
62	11	0.82948
62	12	0.54618
62	13	0.91234
62	14	0.91763
62	15	0.61854
62	16	0.91047
62	17	0.89386
62	18	0.34529
62	19	0.99639
62	20	0.89026
62	21	0.36382
62	22	0.7829
62	23	0.32832
62	24	0.15671
62	25	0.73948
62	26	0.63174
62	27	0.5999
62	28	0.24056
62	29	0.28235
62	30	0.79874
62	31	0.58694
62	32	0.30175
62	33	0.29611
62	34	0.22521
62	35	0.50544
62	36	0.56504
62	37	0.068896
62	38	0.1639
62	39	0.51052
62	40	0.54154
62	41	0.51004
62	42	0.12192
62	43	0.15575
62	44	0.40915
62	45	0.69365
62	46	0.78077
62	47	0.63636
62	48	0.58181
62	49	0.97473
62	50	0.52964
62	51	0.28837
62	52	0.19621
62	53	0.21537
62	54	0.43766
62	55	0.56695
62	56	0.91558
62	57	0.3161
62	58	0.28102
62	59	0.6189
62	60	0.22044
62	61	0.17202
62	62	0.016418
62	63	0.51633
62	64	0.0024162
62	65	0.556
62	66	0.55573
62	67	0.073732
62	68	0.39691
62	69	0.7722
62	70	0.57254
62	71	0.40307
62	72	0.52332
62	73	0.39249
62	74	0.067025
62	75	0.77852
62	76	0.76431
62	77	0.56853
62	78	0.61446
62	79	0.58887
62	80	0.61663
62	81	0.23978
62	82	0.79108
62	83	0.70565
62	84	0.73788
62	85	0.13842
62	86	0.0054903
62	87	0.73852
62	88	0.81079
62	89	0.56472
62	90	0.055682
62	91	0.3231
62	92	0.93361
62	93	0.85276
62	94	0.68677
62	95	0.16724
62	96	0.67966
62	97	0.079569
62	98	0.561
62	99	0.45904
62	100	0.66507
62	101	0.43411
62	102	0.030703
62	103	0.44241
62	104	0.46707
62	105	0.010384
62	106	0.59355
62	107	0.30163
62	108	0.82593
62	109	0.91592
62	110	0.26735
62	111	0.29602
62	112	0.092474
62	113	0.72583
62	114	0.71746
62	115	0.62087
62	116	0.37612
62	117	0.63067
62	118	0.51729
62	119	0.65021
62	120	0.87125
62	121	0.33102
62	122	0.55754
62	123	0.028614
62	124	0.22087
62	125	0.78559
62	126	0.2909
62	127	0.057183
62	128	0.6989
62	129	0.63833
62	130	0.64771
62	131	0.8826
62	132	0.16407
62	133	0.66667
62	134	0.3832
62	135	0.69323
62	136	0.30417
62	137	0.64963
62	138	0.35954
62	139	0.91287
62	140	0.38877
62	141	0.67802
63	1	0.75266
63	2	0.19939
63	3	0.67832
63	4	0.791
63	5	0.72621
63	6	0.1752
63	7	0.10322
63	8	0.81755
63	9	0.9801
63	10	0.75168
63	11	0.90974
63	12	0.60851
63	13	0.4592
63	14	0.045914
63	15	0.59967
63	16	0.78142
63	17	0.81805
63	18	0.22308
63	19	0.7329
63	20	0.67756
63	21	0.9721
63	22	0.4116
63	23	0.051227
63	24	0.31527
63	25	0.31476
63	26	0.49274
63	27	0.055631
63	28	0.094983
63	29	0.23908
63	30	0.78244
63	31	0.86883
63	32	0.62398
63	33	0.33252
63	34	0.27125
63	35	0.031974
63	36	0.86933
63	37	0.24765
63	38	0.98542
63	39	0.12759
63	40	0.53295
63	41	0.3786
63	42	0.78377
63	43	0.91409
63	44	0.36112
63	45	0.91104
63	46	0.11912
63	47	0.034828
63	48	0.90451
63	49	0.93074
63	50	0.59
63	51	0.056448
63	52	0.88216
63	53	0.84952
63	54	0.56874
63	55	0.46059
63	56	0.067605
63	57	0.38321
63	58	0.7404
63	59	0.52233
63	60	0.49676
63	61	0.8302
63	62	0.016776
63	63	0.26406
63	64	0.1419
63	65	0.032971
63	66	0.28931
63	67	0.89387
63	68	0.1631
63	69	0.98898
63	70	0.1313
63	71	0.4673
63	72	0.37016
63	73	0.65756
63	74	0.87356
63	75	0.29488
63	76	0.27283
63	77	0.080891
63	78	0.18635
63	79	0.76001
63	80	0.90961
63	81	0.64462
63	82	0.51745
63	83	0.7016
63	84	0.045074
63	85	0.89025
63	86	0.67262
63	87	0.16487
63	88	0.50256
63	89	0.53182
63	90	0.624
63	91	0.96457
63	92	0.56917
63	93	0.57767
63	94	0.93749
63	95	0.06156
63	96	0.659
63	97	0.099398
63	98	0.60867
63	99	0.80435
63	100	0.032315
63	101	0.52193
63	102	0.29765
63	103	0.66065
63	104	0.59772
63	105	0.061549
63	106	0.89116
63	107	0.95333
63	108	0.18088
63	109	0.073545
63	110	0.98803
63	111	0.42791
63	112	0.75898
63	113	0.92317
63	114	0.87212
63	115	0.96336
63	116	0.29676
63	117	0.71004
63	118	0.9011
63	119	0.8742
63	120	0.8286
63	121	0.035209
63	122	0.90614
63	123	0.62793
63	124	0.5726
63	125	0.73819
63	126	0.50822
63	127	0.86483
63	128	0.14024
63	129	0.65714
63	130	0.59299
63	131	0.51337
63	132	0.24462
63	133	0.97351
63	134	0.91621
63	135	0.65201
63	136	0.1105
63	137	0.51463
63	138	0.48105
63	139	0.068172
63	140	0.38884
63	141	0.8052
64	1	0.78666
64	2	0.11998
64	3	0.41198
64	4	0.79807
64	5	0.25272
64	6	0.58748
64	7	0.036733
64	8	0.68163
64	9	0.82682
64	10	0.69991
64	11	0.35177
64	12	0.48915
64	13	0.28413
64	14	0.26597
64	15	0.76493
64	16	0.58438
64	17	0.53856
64	18	0.99067
64	19	0.76916
64	20	0.5861
64	21	0.79085
64	22	0.54892
64	23	0.07642
64	24	0.47432
64	25	0.84973
64	26	0.40308
64	27	0.2368
64	28	0.54149
64	29	0.36891
64	30	0.75852
64	31	0.76904
64	32	0.34631
64	33	0.96745
64	34	0.35581
64	35	0.19319
64	36	0.091056
64	37	0.31323
64	38	0.95834
64	39	0.63846
64	40	0.20814
64	41	0.33312
64	42	0.34302
64	43	0.89484
64	44	0.50416
64	45	0.56222
64	46	0.78934
64	47	0.35093
64	48	0.22018
64	49	0.82283
64	50	0.076042
64	51	0.082186
64	52	0.30972
64	53	0.8555
64	54	0.4743
64	55	0.32424
64	56	0.46004
64	57	0.67417
64	58	0.57406
64	59	0.84283
64	60	0.075822
64	61	0.25985
64	62	0.68756
64	63	0.4325
64	64	0.32373
64	65	0.046072
64	66	0.31035
64	67	0.42662
64	68	0.61557
64	69	0.24301
64	70	0.84472
64	71	0.8828
64	72	0.92826
64	73	0.56263
64	74	0.30299
64	75	0.77015
64	76	0.50722
64	77	0.61259
64	78	0.68658
64	79	0.083905
64	80	0.71411
64	81	0.29838
64	82	0.23319
64	83	0.31744
64	84	0.28202
64	85	0.25056
64	86	0.12354
64	87	0.66814
64	88	0.27839
64	89	0.24757
64	90	0.56877
64	91	0.051348
64	92	0.82317
64	93	0.036945
64	94	0.26717
64	95	0.30219
64	96	0.6623
64	97	0.62576
64	98	0.71234
64	99	0.27583
64	100	0.99608
64	101	0.30045
64	102	0.50127
64	103	0.13232
64	104	0.89756
64	105	0.23794
64	106	0.06709
64	107	0.36562
64	108	0.98901
64	109	0.21202
64	110	0.28753
64	111	0.50459
64	112	0.63057
64	113	0.39318
64	114	0.67996
64	115	0.13003
64	116	0.070238
64	117	0.045384
64	118	0.55393
64	119	0.89082
64	120	0.58579
64	121	0.53155
64	122	0.64404
64	123	0.40751
64	124	0.26137
64	125	0.60921
64	126	0.63279
64	127	0.75927
64	128	0.23389
64	129	0.28873
64	130	0.022698
64	131	0.29144
64	132	0.35408
64	133	0.64963
64	134	0.6076
64	135	0.75617
64	136	0.88436
64	137	0.8955
64	138	0.078076
64	139	0.52587
64	140	0.045145
64	141	0.79661
65	1	0.31483
65	2	0.23551
65	3	0.26744
65	4	0.14238
65	5	0.19385
65	6	0.83339
65	7	0.7451
65	8	0.74385
65	9	0.26594
65	10	0.11342
65	11	0.048981
65	12	0.27612
65	13	0.65736
65	14	0.6267
65	15	0.57411
65	16	0.20036
65	17	0.40937
65	18	0.28431
65	19	0.83408
65	20	0.75735
65	21	0.86591
65	22	0.41693
65	23	0.74251
65	24	0.069935
65	25	0.95845
65	26	0.68719
65	27	0.26003
65	28	0.73563
65	29	0.47862
65	30	0.87137
65	31	0.32255
65	32	0.56102
65	33	0.24585
65	34	0.13449
65	35	0.23761
65	36	0.36367
65	37	0.68809
65	38	0.03902
65	39	0.68873
65	40	0.26082
65	41	0.85659
65	42	0.54611
65	43	0.4605
65	44	0.15267
65	45	0.25579
65	46	0.39165
65	47	0.96461
65	48	0.51942
65	49	0.12088
65	50	0.91489
65	51	0.45661
65	52	0.90468
65	53	0.2919
65	54	0.78219
65	55	0.055907
65	56	0.21304
65	57	0.77654
65	58	0.69681
65	59	0.90788
65	60	0.60888
65	61	0.54456
65	62	0.75312
65	63	0.87726
65	64	0.89377
65	65	0.85583
65	66	0.68324
65	67	0.40761
65	68	0.047855
65	69	0.23843
65	70	0.013959
65	71	0.3817
65	72	0.90712
65	73	0.3036
65	74	0.86733
65	75	0.14717
65	76	0.30991
65	77	0.41824
65	78	0.21018
65	79	0.76745
65	80	0.24255
65	81	0.88614
65	82	0.29754
65	83	0.19068
65	84	0.72412
65	85	0.95681
65	86	0.90147
65	87	0.70058
65	88	0.81347
65	89	0.86642
65	90	0.88821
65	91	0.23045
65	92	0.62648
65	93	0.24394
65	94	0.44268
65	95	0.78279
65	96	0.71583
65	97	0.24463
65	98	0.73783
65	99	0.90781
65	100	0.84223
65	101	0.97147
65	102	0.14286
65	103	0.85691
65	104	0.76205
65	105	0.76026
65	106	0.45942
65	107	0.38408
65	108	0.10743
65	109	0.45547
65	110	0.14725
65	111	0.29359
65	112	0.38042
65	113	0.92455
65	114	0.19347
65	115	0.65505
65	116	0.39423
65	117	0.19349
65	118	0.031735
65	119	0.80182
65	120	0.31333
65	121	0.74694
65	122	0.59063
65	123	0.29643
65	124	0.8155
65	125	0.89251
65	126	0.58958
65	127	0.81519
65	128	0.55513
65	129	0.81457
65	130	0.038354
65	131	0.84849
65	132	0.11449
65	133	0.15117
65	134	0.72803
65	135	0.20197
65	136	0.73801
65	137	0.86717
65	138	0.20904
65	139	0.72876
65	140	0.6133
65	141	0.51297
66	1	0.95934
66	2	0.18444
66	3	0.20074
66	4	0.65912
66	5	0.73911
66	6	0.37437
66	7	0.97608
66	8	0.035211
66	9	0.32825
66	10	0.65096
66	11	0.03935
66	12	0.13562
66	13	0.23874
66	14	0.85936
66	15	0.91448
66	16	0.0076076
66	17	0.24618
66	18	0.60973
66	19	0.98451
66	20	0.97931
66	21	0.61919
66	22	0.94832
66	23	0.37376
66	24	0.22757
66	25	0.56818
66	26	0.56008
66	27	0.2811
66	28	0.8722
66	29	0.84564
66	30	0.64798
66	31	0.72367
66	32	0.26674
66	33	0.12199
66	34	0.15085
66	35	0.66791
66	36	0.33655
66	37	0.61769
66	38	0.77533
66	39	0.73294
66	40	0.73628
66	41	0.059901
66	42	0.22705
66	43	0.46628
66	44	0.89896
66	45	0.54424
66	46	0.057137
66	47	0.79449
66	48	0.77485
66	49	0.50902
66	50	0.025752
66	51	0.97553
66	52	0.24237
66	53	0.90101
66	54	0.44838
66	55	0.062794
66	56	0.099259
66	57	0.3685
66	58	0.51353
66	59	0.38007
66	60	0.0016966
66	61	0.71758
66	62	0.34508
66	63	0.65639
66	64	0.16933
66	65	0.62115
66	66	0.42461
66	67	0.67708
66	68	0.17881
66	69	0.88746
66	70	0.15993
66	71	0.097846
66	72	0.76144
66	73	0.89408
66	74	0.24773
66	75	0.59723
66	76	0.076617
66	77	0.26655
66	78	0.84633
66	79	0.68406
66	80	0.48742
66	81	0.35678
66	82	0.21333
66	83	0.22884
66	84	0.76478
66	85	0.39614
66	86	0.82266
66	87	0.52503
66	88	0.10274
66	89	0.048383
66	90	0.93888
66	91	0.61474
66	92	0.9919
66	93	0.47678
66	94	0.98266
66	95	0.57207
66	96	0.2325
66	97	0.11702
66	98	0.13038
66	99	0.74182
66	100	0.13831
66	101	0.18715
66	102	0.39648
66	103	0.336
66	104	0.45872
66	105	0.10292
66	106	0.17047
66	107	0.6414
66	108	0.78768
66	109	0.37236
66	110	0.3066
66	111	0.89764
66	112	0.72439
66	113	0.4067
66	114	0.18636
66	115	0.051584
66	116	0.94396
66	117	0.42062
66	118	0.59614
66	119	0.51354
66	120	0.89583
66	121	0.18583
66	122	0.093502
66	123	0.056556
66	124	0.047637
66	125	0.68272
66	126	0.47551
66	127	0.92701
66	128	0.41136
66	129	0.87001
66	130	0.71
66	131	0.94237
66	132	0.48017
66	133	0.43461
66	134	0.51207
66	135	0.52449
66	136	0.46905
66	137	0.95854
66	138	0.8561
66	139	0.30553
66	140	0.72032
66	141	0.85462
67	1	0.30769
67	2	0.1568
67	3	0.077107
67	4	0.74809
67	5	0.53421
67	6	0.45392
67	7	0.79243
67	8	0.21878
67	9	0.30651
67	10	0.73154
67	11	0.45993
67	12	0.40504
67	13	0.25169
67	14	0.58114
67	15	0.80833
67	16	0.050434
67	17	0.14875
67	18	0.49141
67	19	0.89169
67	20	0.31302
67	21	0.28283
67	22	0.064712
67	23	0.060515
67	24	0.57909
67	25	0.83696
67	26	0.34739
67	27	0.34843
67	28	0.041527
67	29	0.39132
67	30	0.86631
67	31	0.025259
67	32	0.17138
67	33	0.83093
67	34	0.012831
67	35	0.46669
67	36	0.83162
67	37	0.90027
67	38	0.50705
67	39	0.83873
67	40	0.56766
67	41	0.77396
67	42	0.31272
67	43	0.10759
67	44	0.69458
67	45	0.74175
67	46	0.39693
67	47	0.34659
67	48	0.054359
67	49	0.37487
67	50	0.36686
67	51	0.28417
67	52	0.91439
67	53	0.66015
67	54	0.42553
67	55	0.6251
67	56	0.60012
67	57	0.98051
67	58	0.76433
67	59	0.7189
67	60	0.88066
67	61	0.01065
67	62	0.57154
67	63	0.9716
67	64	0.53363
67	65	0.062717
67	66	0.5647
67	67	0.22813
67	68	0.44058
67	69	0.098906
67	70	0.12712
67	71	0.80163
